id,project_id,assignee_id,title,description,status,due_date,evaluation_score
7a5df711-32a0-4dcc-aaf8-f73358169440,proj-21,emp-31,Compatible exuding archive,استمرار لبلجيكا تونس الثقيل تلك الشرقية صفحة.,Terminé,2023-11-06,95
94404e92-8f67-47b2-8099-8dc333fc8f0e,proj-21,emp-67,Realigned value-added open architecture,Réflexion muet plonger premier.,Terminé,2024-04-07,82
26835823-0c91-4899-83ae-6a2eadf1c90b,proj-21,emp-84,Le confort d'évoluer à la pointe,Essuyer cinq vue heure étude enfin vol.,Terminé,2023-12-31,86
73c9f703-a0fa-4e5d-9379-3dac13115d3e,proj-21,emp-11,L'avantage de changer sans soucis,Heart nearly season growth laugh.,Terminé,2024-04-03,98
8bc5484e-0132-4dd5-874b-02db4e85f60d,proj-21,emp-40,La possibilité d'évoluer en toute tranquilité,يذكر الخاصّة المشترك مارد وفرنسا.,Terminé,2023-11-24,96
d6f5a589-fb10-4a40-830c-fcffe3cabca0,proj-21,emp-42,Le plaisir de rouler naturellement,Champ faire ne dehors.,Terminé,2024-04-19,56
469b9b00-fadd-4b73-8eae-fd1850592b3a,proj-21,emp-40,L'avantage d'atteindre vos buts sans soucis,لان مشروط التبرعات نقطة.,Terminé,2024-03-29,97
85fd7379-6790-4ae9-96c1-8ccd9b148ced,proj-21,emp-74,Total object-oriented attitude,Also space high sister two.,Terminé,2023-11-30,68
7c7fa949-68fc-4884-ad80-8cfa634161eb,proj-21,emp-43,L'art d'évoluer avant-tout,Check purpose young wife send.,Terminé,2023-11-24,79
188c3f5e-7d68-4814-a0fa-ae12ca1fb5ed,proj-22,emp-8,Profit-focused background definition,Repousser chemin esprit jamais question.,Terminé,2025-10-06,76
d3a0ef53-85e1-47fa-b45f-1774639552ed,proj-22,emp-60,Open-architected empowering artificial intelligence,Habiter pouvoir reconnaître jeune couche force mort.,Terminé,2025-08-21,71
b01615bf-67ea-4fb1-9b18-a09585b629b3,proj-22,emp-30,Seamless user-facing moderator,إعلان محاولات الموسوعة وحرمان استدعى.,Terminé,2025-08-24,93
42a502f6-b460-4cd8-bb0e-cf05c8dd36cb,proj-22,emp-31,Open-source interactive hierarchy,Ensuite notre ainsi émotion voile.,Terminé,2025-11-10,96
77a0302e-3ac7-4403-b280-28efc5229bed,proj-22,emp-46,Organic regional circuit,Tomber déjà politique.,Terminé,2025-08-25,85
0f8904ba-6d3c-419c-8c92-5fcd70256033,proj-22,emp-86,Versatile upward-trending artificial intelligence,الشتاء شموليةً الإطلاق.,Terminé,2025-09-21,99
cde1bbf5-a819-4ee8-8a73-6bac33a4af3c,proj-22,emp-76,L'art d'avancer en toute tranquilité,Ailleurs crainte marquer courant maintenir dieu joindre.,Terminé,2025-08-27,72
c32a3ee7-762c-470a-a0e2-117d02b0b2a9,proj-22,emp-demo-sara,Digitized system-worthy standardization,Heavy town money.,Terminé,2025-10-19,91
ef550fab-27a3-452a-9818-bf18e56bbd9f,proj-22,emp-76,Le plaisir d'atteindre vos buts à l'état pur,Soi agir sol pencher défendre fier.,Terminé,2025-10-17,93
7c02e119-cf32-4c3b-a97e-400225e083e8,proj-22,emp-18,Cross-platform foreground matrix,Because current whom night Republican always two.,Terminé,2025-10-19,86
02eef05c-b406-4b5c-aa35-cc0958a0025d,proj-22,emp-92,Le droit d'atteindre vos buts à sa source,انتصارهم انه صفحة.,Terminé,2025-10-28,96
c9d01818-a2d6-4595-88b6-9baec424bcbe,proj-22,emp-demo-admin,Profit-focused even-keeled workforce,الشّعبين بالشرقي ٣٠ يعبأ وفنلندا وقبل الذود اليميني.,Terminé,2025-10-06,61
ca7a18db-89f9-4f91-9c1f-924b4c440984,proj-22,emp-74,Le plaisir d'atteindre vos buts à la pointe,Their rather individual of interview fine painting last.,Terminé,2025-09-08,56
21da1c2b-4965-4825-b2d1-20c8fe11e810,proj-22,emp-90,Expanded solution-oriented challenge,Range dark catch read together travel involve.,Terminé,2025-09-11,100
6b485da7-9c7f-4e07-8076-6acb4b1dc458,proj-22,emp-6,Streamlined non-volatile complexity,Mille troubler caresser ennemi.,Terminé,2025-10-12,63
39604231-4d3b-41da-8caf-10dfdd7101d1,proj-22,emp-3,Upgradable 4thgeneration task-force,Vendre embrasser queue sac parvenir quarante.,Terminé,2025-10-15,62
7b4a4d2f-77a7-49ec-a57b-6277f180821b,proj-22,emp-86,Vision-oriented content-based benchmark,أعلنت يرتبط شرسة سقطت.,Terminé,2025-08-27,95
ddf572e5-ea80-4f1f-8851-8af5d33d8ecb,proj-23,emp-17,Focused radical emulation,بأضرار قامت بهناك.,Terminé,2023-06-17,100
1624c3c6-6b40-4226-a423-1c5c9b20dae9,proj-23,emp-demo-fatima,Robust methodical structure,Contain hold listen clearly difficult impact.,Terminé,2023-06-27,88
d8725c89-b5c1-486f-ad73-3efa586754a6,proj-23,emp-81,Future-proofed incremental definition,Serious at until worry term.,Terminé,2023-03-31,81
f6e57db4-d39b-4536-a10d-9864f1cea138,proj-23,emp-20,Le droit de changer autrement,Offrir saison problème.,Terminé,2023-07-22,59
8cf6e4ca-ada9-4111-8d3e-7a4a99f7aa48,proj-23,emp-89,La possibilité d'avancer naturellement,Soudain descendre marquer.,Terminé,2023-05-23,64
067fcf83-4719-4962-b41c-450a66210aba,proj-23,emp-18,Balanced next generation info-mediaries,While couple keep this similar experience coach family.,Terminé,2023-07-07,60
c2354d1e-f17b-46cc-a147-18b63f164efe,proj-23,emp-31,Team-oriented multi-state circuit,Beaucoup lèvre condamner neuf sujet même fonction.,Terminé,2023-05-05,57
7536246e-cf2b-48b5-abc3-07f74c779dba,proj-23,emp-60,Le droit d'avancer en toute tranquilité,Prison ce calme hôtel.,Terminé,2023-06-28,99
e6155fa5-f1c4-4c7b-9286-6c4582676f70,proj-23,emp-77,La possibilité d'atteindre vos buts à sa source,Wear her herself should treatment not process change.,Terminé,2023-03-16,66
7c37bb95-acd0-40c6-831d-0178339e01ac,proj-23,emp-31,Enhanced zero administration structure,المتّبعة لعدم ولم الفرنسية التقليدية وبدون.,Terminé,2023-06-13,74
174b3c53-552f-4ae5-8c0b-3eea7ef052a3,proj-23,emp-39,Adaptive regional task-force,Importance siège mêler.,Terminé,2023-07-13,62
6f9fcaa5-cd68-45a7-8a27-72573df52f17,proj-23,emp-85,Robust modular encoding,غينيا بقعة بعلى سابق أخذ واندونيسيا العدّ ضمنها.,Terminé,2023-04-07,91
5109a8d7-075d-4cbe-a193-8f67d7082d98,proj-23,emp-55,Business-focused contextually-based circuit,أم واستمرت فسقط هو الله وجهان.,Terminé,2023-04-07,91
dd09625a-9161-480b-8b4f-553e0e6792de,proj-23,emp-7,Customer-focused intangible conglomeration,سنغافورة قتيل ذلك مساعدة التخطيط.,Terminé,2023-05-01,62
73c053bd-2305-4cfe-b452-13892f1cc12e,proj-23,emp-19,L'art de louer autrement,وأكثرها إختار بمما الأسيوي والإتحاد الهجوم.,Terminé,2023-06-05,60
efc2af24-b329-454a-ab77-7b1345734b23,proj-23,emp-76,Le droit d'innover autrement,Employee offer perhaps until pass market.,Terminé,2023-03-21,92
b2a2dd03-5926-49ed-94e9-08442448cad3,proj-23,emp-96,Self-enabling modular methodology,الساحلية القادة الجنرال الأرض بلمّ معاملة لكل الحكومة.,Terminé,2023-03-18,65
fa93d763-0498-42bd-95a1-d1d797b5c138,proj-23,emp-77,Operative incremental analyzer,Minute pas achever couper drame résoudre.,Terminé,2023-06-19,68
01edf769-79a3-4a4d-a145-e1bf6f80ef33,proj-24,emp-86,La possibilité de louer de manière sûre,قام اليميني لبلجيكا شدّت.,Terminé,2024-02-14,79
46ce81d8-7f57-4a80-9f98-e56e125b8121,proj-24,emp-31,Enhanced content-based groupware,Terrain retomber payer jeune parcourir suite marier.,Terminé,2024-01-26,66
31b588ea-d772-45a1-b882-8b0382f68641,proj-24,emp-36,L'avantage de louer à la pointe,Decade rate son.,Terminé,2024-03-01,91
e4384b31-4125-42d0-a30d-7304e620707c,proj-24,emp-20,L'art d'atteindre vos buts à l'état pur,Number hope organization ten.,Terminé,2024-02-12,69
ff7a37e7-d783-4142-9db9-7c4d6ac55d31,proj-24,emp-18,Le droit de changer avant-tout,Cuisine elle cacher réponse rencontre.,Terminé,2024-02-15,67
5a1c0aa4-0ca6-439a-9c4c-38ac360664bc,proj-24,emp-85,Organic motivating algorithm,Choisir étage joindre son encore envie règle.,Terminé,2024-03-05,71
45b66fa9-1f30-4692-ac41-a702ccde505f,proj-24,emp-7,Programmable systematic capacity,بل كما تكاليف.,Terminé,2024-03-11,71
49fda6e3-7d06-4734-823a-f2ea8d7966c1,proj-24,emp-70,Integrated 6thgeneration software,Four threat billion she.,Terminé,2024-02-24,77
90ccb428-673f-4484-9e82-f47bf5253896,proj-24,emp-94,Integrated 3rdgeneration orchestration,Entendre contre doucement ensemble hauteur.,Terminé,2024-03-31,77
